Time(s),dataset,Engine RPM (rpm),Ambient Air Temperature (°F),Vehicle Speed (MPH),Absolute Throttle Position (%),Absolute Load Value (%),Calculated Engine Load Value (%),Fuel Level Input (%),Engine Coolant Temperature (°F)
208.8,dataset9,2391,91,29,45.9,83.7,41.2,78,186
211.7,dataset9,2123,91,35,30.1,61.2,43.1,73.8,185
214.6,dataset9,1746,91,36,23.9,20.4,59.5,74.2,189
217.5,dataset9,1429,91,36,15.7,19.2,57.3,75.7,189
220.4,dataset9,1443,91,34,16.8,21.6,51,78,189
223.3,dataset9,1454,91,34,16.4,56.7,45.3,81.6,189
226.2,dataset9,1468,91,35,14.1,45,38.3,79.5,189
229.1,dataset9,1416,91,35,17.9,21.6,49.8,77.8,187
232,dataset9,1399,91,35,22.7,37.7,52.3,76.9,187
234.9,dataset9,1580,91,36,12.9,50.3,58.4,76.9,187
237.8,dataset9,1531,91,36,13.2,50.9,47.5,76.9,186
240.7,dataset9,1431,91,37,14.1,39.6,34.9,76.9,185
243.6,dataset9,1401,91,36,14.1,22.2,21.7,76.4,185
246.5,dataset9,1376,91,35,13.8,34.9,22.6,74.9,185
249.4,dataset9,1358,91,35,11.4,33.9,24.3,76.5,185
252.3,dataset9,1311,91,34,11.9,31,24.3,77.6,185
255.2,dataset9,1241,91,32,12.9,26.5,24.6,74.9,185
258.1,dataset9,1115,91,17,11.8,23.6,26,75.2,185
261,dataset9,1031,91,13,11,35.7,34.3,75.7,186
263.9,dataset9,807,91,0,11.4,34.7,45.8,83.6,187
266.8,dataset9,793,91,0,11.1,32.2,41.6,88.5,187
269.7,dataset9,792,91,0,10.6,32.2,42.5,80.4,187
272.6,dataset9,1782,91,3,18.1,33.8,47.1,80.1,189
275.5,dataset9,1965,91,8,26.4,64.6,43.4,79.2,189
278.4,dataset9,2552,91,19,33.3,67.9,37.8,77.9,189
281.3,dataset9,2411,91,24,38.1,75.2,42.4,77.5,186
284.2,dataset9,2225,91,30,45.3,67.7,38.1,80.4,185
287.1,dataset9,1933,91,34,20.7,55.3,25.9,77.9,185
290,dataset9,1716,91,34,18.2,26.7,23.9,74.5,186
292.9,dataset9,1310,91,34,9.8,21.7,22.3,74.6,187
295.8,dataset9,1267,91,32,10.5,14.5,24.8,75.1,189
298.7,dataset9,1230,91,28,11.4,17.6,24.3,76.9,189
301.6,dataset9,1206,91,16,11.4,22.7,23.5,76.9,189
304.5,dataset9,1028,91,10,11.4,33,35.7,77.6,188
307.4,dataset9,786,91,2,11.4,33.5,44.5,83.1,187
310.3,dataset9,780,91,1,11.2,34,41.6,83.1,187
313.2,dataset9,781,91,0,10.9,32.2,41.6,83.1,187
316.1,dataset9,784,91,0,10.6,31.8,41.6,80.9,189
319,dataset9,782,91,0,10.8,30.2,41.6,77.9,189
321.9,dataset9,778,91,0,11.4,31,41.5,75.7,189
324.8,dataset9,777,91,0,11.4,32.2,41.2,76.4,189
327.7,dataset9,775,91,0,11.4,32.2,41.3,78,189
330.6,dataset9,771,91,0,11.4,32.2,41.6,78,189
333.5,dataset9,764,91,0,11.5,32.2,42.2,78,190
336.4,dataset9,754,91,0,11.8,34.4,43.7,78.1,190
339.3,dataset9,771,91,0,11.6,37.2,48.2,78,190
342.2,dataset9,772,91,0,11.4,36.1,47.6,78,190
345.1,dataset9,774,91,0,11.4,36.1,46.7,78,190
348,dataset9,776,91,0,11.4,36.1,46.7,78,190
350.9,dataset9,896,91,0,11.4,47.4,45.3,78.1,190
353.8,dataset9,2496,91,12,35.2,61.8,40,79.3,190
356.7,dataset9,2525,91,16,53.8,83,41.7,81.6,189
359.6,dataset9,2576,91,27,52,85.9,44,80.2,187
362.5,dataset9,2424,91,32,41.8,91.7,46.7,78.5,185
365.4,dataset9,2230,91,37,25.8,69.9,40,75.7,185
368.3,dataset9,1941,91,41,23.5,50.2,23.9,76,187
371.2,dataset9,1911,91,42,21.7,35.3,38.2,76.4,188
374.1,dataset9,1856,91,45,16.1,35.3,47.6,74.5,188
377,dataset9,1735,91,43,27.1,35.3,24.8,74.5,187
379.9,dataset9,1699,91,42,38.2,61,29.3,74.5,186
382.8,dataset9,1931,91,42,22.3,59.4,38.8,75,185
385.7,dataset9,1857,91,43,20.7,51.7,40,75.7,185
388.6,dataset9,1695,91,43,14.9,44.9,39,74.5,185
391.5,dataset9,1686,91,43,13,33.6,22,74,187
394.4,dataset9,1664,91,43,11.7,15,26,72.6,187
397.3,dataset9,1606,91,41,18.8,21.5,33.3,72,187
400.2,dataset9,1617,91,41,18.8,42,32,72.3,186
403.1,dataset9,1629,91,42,18.8,39,30.3,78.8,185
406,dataset9,1626,91,41,16.9,34.8,27.5,78,185
408.9,dataset9,1647,91,41,14.7,26.3,24.2,76.5,185
411.8,dataset9,1689,91,41,11.8,21.5,21,75.3,185
414.7,dataset9,1611,91,40,11.6,12.9,34.2,75,185
417.6,dataset9,1527,91,39,11.3,13.4,28.1,76.5,185
420.5,dataset9,1425,91,37,9.8,13.8,15.7,77.2,185
423.4,dataset9,1306,91,35,10.3,14.1,16.2,77.5,185
426.3,dataset9,1174,91,32,11.4,16,18.1,73.7,185
429.2,dataset9,1241,91,19,11.1,19.2,23.2,73.7,185
432.1,dataset9,1118,91,14,11.1,26.7,32.4,73.7,185
435,dataset9,878,91,4,11.4,29.3,42.5,73.8,185
437.9,dataset9,826,91,2,11,33.3,44.7,74.4,187
440.8,dataset9,782,91,0,10.6,31.8,43.6,76.9,187
443.7,dataset9,775,91,0,10.6,31.7,40.8,76.9,189
446.6,dataset9,774,91,0,10.6,31.4,40.8,76.9,189
449.5,dataset9,772,91,0,10.6,31.5,40.8,76.9,189
452.4,dataset9,771,91,0,10.6,31.8,40.8,77.5,190
455.3,dataset9,770,91,0,10.6,31.8,40.8,79.2,190
458.2,dataset9,772,91,0,10.6,31.8,40.8,78.1,190
461.1,dataset9,774,91,0,10.6,31.8,40.8,76.9,190
464,dataset9,778,91,0,10.6,31.8,40.8,76.9,191
466.9,dataset9,780,91,0,10.6,31.8,40.8,76.9,192
469.8,dataset9,779,91,0,10.6,31.4,40.8,76.9,192
472.7,dataset9,776,91,0,10.6,31.4,40.8,76.9,192
475.6,dataset9,773,91,0,10.6,31.4,40.8,76.9,192
478.5,dataset9,770,91,0,10.6,31.5,40.8,76.9,192
481.4,dataset9,776,91,0,10.6,31.8,40.8,77,192
484.3,dataset9,953,91,0,11.7,31.8,40.8,77.3,192
487.2,dataset9,1718,91,1,25.4,38.6,40.8,80,192
490.1,dataset9,1919,91,7,22.5,64.7,38.3,82.7,190
493,dataset9,2242,91,17,14.5,50.1,36,75.7,188
495.9,dataset9,1435,91,13,13.1,27.8,35.3,76.4,185
498.8,dataset9,844,91,9,11.4,34.3,40.1,78.8,185
501.7,dataset9,1051,91,6,12.2,37.7,52.2,77.5,187
504.6,dataset9,942,91,5,12,29.8,50.6,75.8,188
507.5,dataset9,724,91,1,11.4,30.6,49,79.2,189
2.9,dataset10,1437,84,6,16.8,43.6,49.8,98.4,145
5.8,dataset10,1046,84,8,14,40.3,36,96.7,145
8.7,dataset10,1080,84,8,12.6,39.2,38.7,92.6,146
11.6,dataset10,1055,84,5,17.6,41.9,43.5,96.1,147
14.5,dataset10,1469,83,9,19,50,43.4,98.3,148
17.4,dataset10,1945,82,14,20.4,39.1,41.5,95.3,149
20.3,dataset10,1491,82,14,16.5,23.9,31.1,94,149
23.2,dataset10,1129,82,13,10.6,30.3,35.2,90.3,149
26.1,dataset10,1768,81,9,21.4,39.2,58.7,90.8,150
29,dataset10,1849,81,12,29.9,71.6,51.2,93,151
31.9,dataset10,1894,81,19,22.9,69.7,36.5,95.4,152
34.8,dataset10,1908,81,21,21.6,51.5,33.4,98.4,154
37.7,dataset10,1832,81,25,14,45.1,29.9,96.3,156
40.6,dataset10,1686,81,25,13.1,18.7,22.6,94.1,158
43.5,dataset10,1284,80,22,9.1,19.2,14.2,93.2,160
46.4,dataset10,1252,79,20,9.6,24,19.9,92.9,160
49.3,dataset10,1170,79,15,11.4,28.4,26.1,92.1,160
52.2,dataset10,1401,79,13,14.4,38.6,39.1,92,161
55.1,dataset10,1736,79,9,21.4,47.5,38.2,95,162
58,dataset10,2203,79,15,24.2,60.9,33.2,93.7,161
60.9,dataset10,2481,79,21,26.8,67.8,32.9,90.6,162
63.8,dataset10,2388,79,28,25.3,58.3,32,95.5,164
66.7,dataset10,1832,79,29,16.9,39.9,20.6,96.8,167
69.6,dataset10,1543,79,28,10.9,12.9,22.2,93.6,168
72.5,dataset10,1495,79,24,12.9,23.6,25.7,91.4,169
75.4,dataset10,1503,79,25,15.2,54.2,47,91.2,169
78.3,dataset10,1498,79,26,20.8,54.5,47,91.2,170
81.2,dataset10,1518,79,27,21.2,46.5,40.8,91.8,171
84.1,dataset10,1506,79,27,14.4,38.8,21.7,92.1,170
87,dataset10,1484,79,27,10.1,29.7,21.2,92.5,171
89.9,dataset10,1412,79,26,9.8,24.4,20.8,92.3,172
92.8,dataset10,1340,79,24,9.6,12.3,16.6,92.1,172
95.7,dataset10,1271,78,22,9.4,16.8,17.8,91.8,173
98.6,dataset10,1280,77,18,11,21.3,22.4,92.1,174
101.5,dataset10,1164,77,16,14.8,24.5,27.4,93.3,174
104.4,dataset10,1155,77,13,23.1,48.2,32.6,98.8,174
107.3,dataset10,2158,77,19,25.8,65.6,37.3,96.5,174
110.2,dataset10,1997,77,22,22.8,51.4,36.5,93.7,175
113.1,dataset10,1693,77,24,15.6,31.7,31.1,91.8,177
116,dataset10,1169,77,22,10.2,19.4,21.2,91.3,178
118.9,dataset10,976,77,15,10.5,20.8,25.4,91,178
121.8,dataset10,1046,77,9,11.9,38.4,29.8,91,178
124.7,dataset10,1988,77,10,22.3,58.8,34.1,95,180
127.6,dataset10,2683,77,18,27.4,83.5,39.2,98.4,180
130.5,dataset10,3084,77,28,34.4,81.9,39.1,98.4,180
133.4,dataset10,2045,77,35,25.4,74.6,33,96.6,181
136.3,dataset10,1765,77,37,23.5,56.8,45.5,94.5,183
139.2,dataset10,1502,77,39,19.4,32.5,35.2,92.9,184
142.1,dataset10,1424,77,37,9.4,27.8,14.9,92.3,185
145,dataset10,1455,77,38,15.2,54.1,40.3,92.1,185
147.9,dataset10,1488,77,38,22.7,45.6,45.5,93.7,185
150.8,dataset10,1516,77,38,16,36.7,32.8,90,185
153.7,dataset10,1508,77,39,14.5,27.5,22.5,88.3,185
156.6,dataset10,1501,77,38,12.8,29,23.7,92.6,185
159.5,dataset10,1505,77,38,14.1,29.7,25.8,89.2,185
162.4,dataset10,1483,77,38,13.7,29.4,25.3,88.3,185
165.3,dataset10,1426,77,37,12.8,27,22.7,91.8,184
168.2,dataset10,1303,77,35,9.4,23.2,19.1,93.5,183
171.1,dataset10,1338,77,30,10.2,18.5,22.1,93.5,183
174,dataset10,1244,77,23,10.9,20.6,24.2,91.4,183
176.9,dataset10,985,77,12,10.6,24.4,28.4,91.6,183
179.8,dataset10,856,77,6,10.6,31.8,45.1,91.8,183
182.7,dataset10,749,77,0,10.6,34.7,45.3,91.8,184
185.6,dataset10,748,77,0,10.6,36.2,45.9,93.2,185
188.5,dataset10,762,77,0,10.6,33.8,43.5,94.7,185
191.4,dataset10,781,77,0,10.6,33.5,41.5,93,185
194.3,dataset10,777,77,0,10.6,33.9,41.2,92.9,185
197.2,dataset10,1235,77,3,14.4,36.5,40.7,93.2,186
200.1,dataset10,1847,77,8,21.3,49.6,37.9,94.9,186
203,dataset10,2360,77,18,24.6,52.3,31.8,96.6,185
205.9,dataset10,1960,77,19,20,26.3,24.6,97.7,185
208.8,dataset10,1464,77,20,11,22.6,20.4,93,185
211.7,dataset10,1230,77,16,10.7,28.3,22.8,90.9,183
214.6,dataset10,1762,77,19,22.7,61.1,32.5,88.6,184
217.5,dataset10,2480,77,23,51.7,71.7,38.3,92.6,185
220.4,dataset10,2409,77,34,34.8,80.2,31,92.5,185
223.3,dataset10,2092,77,35,22.3,50.6,42.4,92.5,185
226.2,dataset10,1437,77,37,24.7,44.2,50.2,92.5,185
229.1,dataset10,1550,77,38,23.8,36.4,29.5,92.5,185
232,dataset10,1546,77,39,21.5,42,31.4,92.5,186
234.9,dataset10,1531,77,39,16.1,31.2,30.2,92.6,187
237.8,dataset10,1406,77,36,12.5,16.6,14.6,92.2,187
240.7,dataset10,1418,77,34,9.8,13.9,18.8,91.4,187
243.6,dataset10,1430,77,29,11.4,16.5,23.9,90.3,187
246.5,dataset10,1074,77,19,13.1,25.5,24,92.9,187
249.4,dataset10,1085,77,14,13.6,65.8,27.3,98.3,186
252.3,dataset10,1095,77,14,10.6,50.4,31.4,88.3,185
255.2,dataset10,752,77,12,10.8,28.8,35.7,87.4,185
258.1,dataset10,769,77,10,10.9,37.7,35.4,85.5,186
261,dataset10,822,77,10,10.2,38.5,35,89.5,187
263.9,dataset10,1340,77,11,15.1,40,42.4,92.5,187
266.8,dataset10,1508,77,11,20.2,29,38,92.6,187
269.7,dataset10,808,77,11,10.2,26.9,30.6,92.1,187
272.6,dataset10,868,77,7,10.2,34.9,36.5,91.8,187
275.5,dataset10,864,77,4,10.3,35.2,39.2,91.8,187
278.4,dataset10,746,77,1,10.6,35.5,43.3,90.5,187
281.3,dataset10,757,77,0,10.8,35.7,46.7,90.6,188
8.7,dataset11,752,73,0,10.9,25.3,33.8,77.9,180
11.6,dataset11,906,73,1,11.3,24.8,37.2,79,179
14.5,dataset11,1212,73,4,12.6,24.3,38.2,79.9,179
17.4,dataset11,1307,73,5,13,21.6,39.1,80.4,180
20.3,dataset11,1260,73,6,12.9,17.8,23,81.3,180
23.2,dataset11,990,73,5,10.2,17.2,21.6,80.5,180
26.1,dataset11,969,73,5,10.3,27.2,24.6,77.9,180
29,dataset11,752,73,1,11.6,27.4,34,78.2,179
31.9,dataset11,752,73,1,11.7,28,33.8,78.9,180
34.8,dataset11,1221,73,4,13.8,28.9,30.4,79.2,181
37.7,dataset11,1993,73,10,18.8,32.4,30.2,78.9,181
40.6,dataset11,1789,73,11,17.6,41.3,26.8,79.2,182
43.5,dataset11,1197,73,15,10.6,38.6,22.5,77.7,183
46.4,dataset11,1310,73,14,11.6,25.1,27.6,75.7,184
49.3,dataset11,1607,73,7,21.4,27.8,36.4,79,185
52.2,dataset11,1785,73,9,21.9,52.1,34.2,85.3,185
55.1,dataset11,2351,73,19,20.4,52.4,29.9,82.8,185
58,dataset11,2276,73,20,20.1,44.8,28.9,78,185
60.9,dataset11,1842,73,24,15.2,42,27.5,76.2,185
63.8,dataset11,1677,73,25,14.7,24,28.7,73.7,185
66.7,dataset11,1170,73,23,11.3,24,30.6,75,185
69.6,dataset11,1162,73,22,11.3,24.4,30.3,76.9,186
72.5,dataset11,1103,73,16,11,26.2,29.8,75.1,187
75.4,dataset11,1220,73,15,12,37.7,30.7,72.6,187
78.3,dataset11,1572,73,9,17.8,40.6,32.2,77,187
81.2,dataset11,1763,73,11,18.6,58.3,31.6,83.1,187
84.1,dataset11,2458,73,20,24,56.6,30.6,81.8,187
87,dataset11,2243,73,22,24.2,39.3,36.2,80,187
89.9,dataset11,1428,73,25,23.3,40.2,45,80.2,187
92.8,dataset11,1468,73,26,22.3,42.1,41.3,80.4,186
95.7,dataset11,1528,73,26,17.5,41.5,36.8,74.5,185
98.6,dataset11,1518,73,27,16.9,39,31,74.4,186
101.5,dataset11,1487,73,26,14.8,38.7,31.2,70.7,187
104.4,dataset11,1531,73,27,16.4,37.5,39.4,71,187
107.3,dataset11,1590,73,28,20.3,42.2,38.9,78,187
110.2,dataset11,1619,73,29,17.2,50.4,21.8,77.9,187
113.1,dataset11,1650,73,30,10.6,35.2,20.9,76.5,187
116,dataset11,1556,73,28,10.1,11.8,16.3,76.3,187
118.9,dataset11,1439,73,26,9.4,12.8,18,75.7,187
121.8,dataset11,1044,73,19,10,16.1,24.8,77.2,187
124.7,dataset11,1219,73,19,11,53.7,29.6,81.5,186
127.6,dataset11,2321,73,19,43.8,54.3,45.9,81.6,185
130.5,dataset11,2357,73,20,44.6,44.5,46.2,81.4,185
133.4,dataset11,2115,73,21,39.4,23.9,38.5,81.6,185
136.3,dataset11,1461,73,23,11.4,23.5,28.6,78.3,185
139.2,dataset11,1342,73,21,11.2,22,27.6,74.5,186
142.1,dataset11,1084,73,14,10.6,26.7,26.3,75.1,187
145,dataset11,1280,73,13,17.3,44,27.8,75.7,187
147.9,dataset11,1761,73,10,45.7,49.5,30.2,78.1,187
150.8,dataset11,1895,73,14,45.2,82.9,32,81.5,187
153.7,dataset11,2426,73,31,32.9,82,36,80.2,187
156.6,dataset11,2346,73,31,33.3,47.1,41.7,77.6,186
159.5,dataset11,1418,73,36,28.3,47.7,58.9,77.7,185
162.4,dataset11,1431,73,37,21.9,56.3,53.7,78,185
165.3,dataset11,1462,73,36,19.5,56.9,21.8,78,188
168.2,dataset11,1474,73,37,12.9,52.1,21.6,76.8,189
171.1,dataset11,1478,73,37,12.9,27.8,23,76.9,189
174,dataset11,1417,73,36,12.5,27.7,26.3,77.2,189
176.9,dataset11,1422,73,36,12.6,25.9,26,78,189
179.8,dataset11,1368,73,35,14,25.9,25.2,78.3,188
182.7,dataset11,1378,73,35,14.1,41.9,28.3,79.2,189
185.6,dataset11,1478,73,36,14.5,63.4,65.9,78.8,187
188.5,dataset11,1605,73,37,15.3,45.6,61.2,75.7,187
191.4,dataset11,1630,73,35,17.9,17.7,14.3,76.1,187
194.3,dataset11,1657,73,34,22.7,17.2,14.2,78,187
197.2,dataset11,1331,73,32,18.5,16.5,14.7,78,187
200.1,dataset11,946,73,31,11,17.2,15.2,78,187
203,dataset11,1190,73,29,11,18.4,21.3,76.5,187
205.9,dataset11,1433,73,27,11,20.6,24.5,67.9,187
208.8,dataset11,744,73,17,11,24.3,44.5,69.1,187
211.7,dataset11,744,73,1,11,26.9,44.7,79.9,187
214.6,dataset11,750,73,0,10.9,34.8,43.9,80,187
217.5,dataset11,769,73,0,10.6,34.5,42.7,81.4,187
220.4,dataset11,771,73,0,10.6,32.9,42.5,83.1,187
223.3,dataset11,778,73,0,10.6,36.6,41.9,82.5,189
226.2,dataset11,1153,73,3,15.5,56.5,39.5,81.6,189
229.1,dataset11,2468,73,17,50.1,59.8,34.9,82.2,189
232,dataset11,2502,73,19,50.6,85.3,37.2,83.1,188
234.9,dataset11,2604,73,33,51.3,84.3,43.1,82.1,185
237.8,dataset11,2441,73,35,48.5,69.7,51,80.4,185
240.7,dataset11,1588,73,41,11,71.6,67.7,79.1,185
243.6,dataset11,1685,73,42,11,98.5,65.2,76.5,186
246.5,dataset11,2835,73,47,26,99.3,56.2,76.9,188
249.4,dataset11,2859,73,48,47.3,110.7,56.5,78.8,189
252.3,dataset11,2941,73,51,44.4,132.1,57.4,79.1,187
255.2,dataset11,3049,73,57,37.1,148,58.7,81.5,187
258.1,dataset11,2831,73,60,36.3,181.2,76,81.4,188
261,dataset11,2524,73,64,34,166.1,75.9,79.2,189
263.9,dataset11,2293,73,66,34.4,131.8,66,79.4,192
266.8,dataset11,1961,73,67,34.8,112.5,64.1,80.3,192
269.7,dataset11,1977,73,68,32,77.9,43.4,80.2,190
272.6,dataset11,1993,73,68,25.4,56.6,41.7,77.2,190
275.5,dataset11,2041,73,69,24.2,19.6,25.9,77.2,190
278.4,dataset11,2094,73,70,21.9,45.1,30.8,76.9,190
281.3,dataset11,2137,73,70,24.2,80,57.1,77.7,190
284.2,dataset11,2163,73,71,27.4,79,53.5,80.4,190
287.1,dataset11,2045,73,70,28.2,77.9,41.5,79.4,190
290,dataset11,2054,73,70,28.9,74.5,41.3,76.9,190
292.9,dataset11,2045,73,70,26.5,72.4,40.8,76.1,190
295.8,dataset11,2064,75,70,26.8,46.1,38.5,74.5,191
298.7,dataset11,2103,75,70,28.1,50,34.1,73.7,192
301.6,dataset11,2092,75,70,28.2,72.3,39.1,72.6,192
304.5,dataset11,2042,75,70,27.8,70,45.5,76.1,192
307.4,dataset11,2042,75,70,27.8,62.6,41.5,78.9,193
310.3,dataset11,2037,75,69,27.8,64.9,41.9,75.7,194
313.2,dataset11,2027,75,69,27.4,68.6,46.2,76.2,194
316.1,dataset11,2015,75,69,26.6,71.2,45.3,79.2,194
319,dataset11,2011,75,69,28,74.8,39.2,78.8,194
321.9,dataset11,2007,75,69,29.8,83.3,40.2,76.9,194
324.8,dataset11,1964,75,67,40.8,93.7,44.6,77.7,194
327.7,dataset11,1985,75,68,53.7,115.9,48,80.4,194
330.6,dataset11,2115,75,69,41.6,132.9,60.3,80.1,196
333.5,dataset11,2106,75,69,28.6,47.3,52.2,79.2,196
336.4,dataset11,1982,75,68,24.4,47.4,29,79.2,198
339.3,dataset11,1994,75,68,21.5,45.7,33.1,79.2,198
342.2,dataset11,2014,75,69,47.6,49.9,43.1,78.5,199
345.1,dataset11,2058,75,69,46.6,88.2,36.9,76.9,199
348,dataset11,2235,75,69,25.4,83.5,22.8,76.7,199
350.9,dataset11,2216,75,69,24.8,41.5,22.5,76.5,199
353.8,dataset11,2117,75,67,18.4,44.5,22,77.4,199
356.7,dataset11,2061,75,67,21.4,56.4,34.3,78.4,199
359.6,dataset11,1941,75,66,31.3,61.8,47.7,80.4,199
362.5,dataset11,1947,75,67,32.1,73.6,42.7,80.1,199
365.4,dataset11,1951,75,67,34,75.9,43,76.9,199
368.3,dataset11,1952,75,66,29.5,79.8,46.2,76.7,201
371.2,dataset11,1949,75,65,17.2,60.1,45.3,74.5,201
374.1,dataset11,1993,75,64,20.6,18.1,22.8,74.5,201
377,dataset11,2050,75,63,28.6,59.8,28.6,74.9,201
379.9,dataset11,1979,75,64,30.8,128.2,81.7,75,201
382.8,dataset11,1915,75,65,34.1,123.8,74.9,75.3,202
385.7,dataset11,1926,75,65,43.3,119.2,47.4,75.7,203
388.6,dataset11,1935,75,65,52.9,112.9,49.7,76.9,203
391.5,dataset11,1942,75,66,34.8,106.6,54.9,77.3,205
394.4,dataset11,1954,75,66,33.6,63.7,39.2,78,205
397.3,dataset11,1971,75,66,25,69.4,12.6,77.5,207
400.2,dataset11,1988,75,67,28.8,95,31.6,76.9,207
403.1,dataset11,2019,75,69,48.5,101.6,57.6,77.4,207
406,dataset11,2026,75,69,45.7,122.4,58,78,207
408.9,dataset11,2031,75,69,34,113.3,58.4,76.5,208
411.8,dataset11,2014,75,69,31.7,83.3,45.3,74.9,208
414.7,dataset11,1970,75,68,22.3,64.3,30.9,76.5,208
417.6,dataset11,1921,75,66,19.7,14.1,10.7,76.4,208
420.5,dataset11,1836,75,63,12.2,13.9,10.6,74.9,208
423.4,dataset11,1777,75,61,11.7,13.4,13.1,74.9,201
426.3,dataset11,1674,75,58,10.6,13.5,12.9,75.3,201
429.2,dataset11,1629,75,56,10.5,13.8,13.8,75.2,199
432.1,dataset11,1558,75,53,10.2,13.9,14.6,74.5,196
435,dataset11,1420,75,49,10.2,14.1,15.8,74.3,190
437.9,dataset11,1242,75,42,10.2,15.3,15.8,72.6,190
440.8,dataset11,1126,75,29,10.6,17.3,18.1,71.3,189
443.7,dataset11,994,75,12,11.4,22.6,21.2,65.1,188
446.6,dataset11,834,75,7,22.1,29,38.8,69.1,187
449.5,dataset11,1079,75,4,37.2,53.7,42.2,84.3,186
452.4,dataset11,3427,75,27,38.6,78.4,55.2,83.6,183
455.3,dataset11,3353,75,29,39.7,109.3,54,81.6,184
458.2,dataset11,2714,75,48,29.3,108,50.1,81.6,185
461.1,dataset11,2553,75,48,29,38.4,45.1,81.6,185
464,dataset11,1492,75,51,14.1,36.9,32.5,78.3,187
466.9,dataset11,1493,75,51,15.3,25.5,37,72.6,187
469.8,dataset11,1484,75,51,23.1,35.5,44.7,72.5,187
472.7,dataset11,1521,75,52,25.2,74,50.8,72.6,187
475.6,dataset11,1588,75,54,32.1,68.1,57.4,75.7,187
478.5,dataset11,1611,75,55,28.5,55.2,48.2,75.9,187
481.4,dataset11,1641,75,56,20.4,49.1,47.3,78,187
484.3,dataset11,1666,75,56,18.3,39.2,34.9,78,187
487.2,dataset11,1684,75,56,14.9,26.9,31.1,78,187
490.1,dataset11,1557,75,53,12.5,13.4,13.8,78,185
493,dataset11,1573,75,53,9.8,23.5,16.1,78,185
495.9,dataset11,1653,75,51,12.4,22.3,22,78,183
498.8,dataset11,1634,75,51,14.5,11.8,23.2,78,183
501.7,dataset11,1552,75,48,14.5,13.6,25.5,77.5,183
504.6,dataset11,1466,75,47,13.7,20.4,21.3,76.9,183
507.5,dataset11,1242,75,42,9.8,19.1,15.3,77.8,181
510.4,dataset11,1304,75,41,16.3,14.2,27.6,78.7,181
513.3,dataset11,1441,75,37,43.8,44.3,43.5,71.4,181
516.2,dataset11,1613,75,39,41.1,126.8,44.4,71.4,181
519.1,dataset11,1975,75,46,32.1,109.6,45.5,71.4,180
522,dataset11,1732,75,48,26.4,68.1,30.8,71.4,180
524.9,dataset11,1314,75,50,9.8,51.7,17.4,74.9,182
527.8,dataset11,1403,75,50,11.3,16.9,27.9,74.8,185
530.7,dataset11,1510,75,50,14.1,21.2,27.7,74.5,185
533.6,dataset11,1509,75,49,21.2,27.4,26.7,74.8,183
536.5,dataset11,1509,75,48,31,43.3,27.5,75.7,183
539.4,dataset11,1511,75,49,23.9,62,31,74.6,183
542.3,dataset11,1509,75,50,16.1,41.1,40,71.4,184
545.2,dataset11,1421,75,49,22.8,23.8,69.3,72.8,185
548.1,dataset11,1433,75,49,28.2,59.9,67.1,75.7,186
551,dataset11,1475,75,51,16.4,58.7,62.3,74.9,187
553.9,dataset11,1474,77,51,15.3,50.9,43.7,73.7,188
556.8,dataset11,1465,77,50,9,41.9,20,74.2,189
559.7,dataset11,1433,77,49,9.2,17.7,15.8,74.6,189
562.6,dataset11,1384,77,47,9.8,16.2,15.7,74.9,189
565.5,dataset11,1344,77,46,9.8,13.7,16.1,74.9,189
568.4,dataset11,1306,77,45,9.8,13.9,15.9,74.9,188
571.3,dataset11,1660,77,43,12.4,14.1,14.6,74.8,187
574.2,dataset11,1662,77,40,16.1,30.9,18.4,74.5,187
577.1,dataset11,1552,77,40,18.6,50.6,38,74.9,185
580,dataset11,1556,77,40,23.1,51.3,38,76.9,185
582.9,dataset11,1626,77,41,21.3,52.5,39.8,76.8,185
585.8,dataset11,1746,77,42,16.1,56,41.9,75.7,185
588.7,dataset11,1730,77,43,15.5,63.1,52.5,75.6,186
591.6,dataset11,1706,77,44,14.1,53.3,50.4,74.5,187
594.5,dataset11,1703,77,44,12.8,38.4,28.2,74.7,187
597.4,dataset11,1797,77,44,11,53.6,29.9,75.7,187
600.3,dataset11,2659,77,45,19.8,70,35.7,75.9,187
603.2,dataset11,2655,77,46,29,76.7,36.1,76.5,186
606.1,dataset11,2591,77,49,53.2,83.6,37.2,77.1,185
609,dataset11,2511,77,51,51.8,141.6,55,78,186
611.9,dataset11,2262,77,58,41.9,138.8,84.7,74.9,187
614.8,dataset11,2343,77,60,44.2,126.5,72.2,71.5,188
617.7,dataset11,2496,77,63,52.1,106.3,58,74.9,190
620.6,dataset11,2222,77,63,49.7,65.8,38.8,74.9,190
623.5,dataset11,1851,77,63,44.3,67.1,35.4,74.5,190
626.4,dataset11,2010,77,63,36.6,69,14.2,75,190
629.3,dataset11,2182,77,63,21.9,60.6,14.2,78,190
632.2,dataset11,2034,77,63,19.7,50.2,14.6,77.5,189
635.1,dataset11,1892,77,63,16.1,47.1,21.4,75.7,188
638,dataset11,1867,77,64,31.9,44.2,48.6,76.3,187
640.9,dataset11,1876,77,64,48.6,56.8,47.2,78,187
643.8,dataset11,1904,77,65,23.5,58,43.5,78,187
646.7,dataset11,1893,77,65,22.3,66.9,32.2,78,187
649.6,dataset11,1840,77,64,10.6,61.7,13,75.7,189
